Time,110k Dis,110k For,LVDT 1VE,LVDT 2VW,SP2VBL,avg lvdt's,avg lvdt's2,110k For2
+000:03:31,-0.090779,-17.128518,0.003536,0.027357,-0.035193,0.0154465,0.0154465,17.128518
+000:03:31,-0.091206,-17.132129,0.003582,0.027517,-0.035135,0.0155495,0.0155495,17.132129
+000:03:31,-0.091464,-17.137068,0.003625,0.027598,-0.035085,0.0156115,0.0156115,17.137068
+000:03:32,-0.091532,-17.143325,0.003703,0.027702,-0.034973,0.0157025,0.0157025,17.143325
+000:03:32,-0.091532,-17.149443,0.003737,0.027793,-0.034789,0.015765,0.015765,17.149443
+000:03:32,-0.09145,-17.154176,0.003679,0.027748,-0.034672,0.0157135,0.0157135,17.154176
+000:03:32,-0.0913,-17.157378,0.003648,0.027759,-0.034664,0.0157035,0.0157035,17.157378
+000:03:32,-0.09116,-17.160146,0.003616,0.027765,-0.034723,0.0156905,0.0156905,17.160146
+000:03:32,-0.090977,-17.16219,0.003546,0.027607,-0.034852,0.0155765,0.0155765,17.16219
+000:03:32,-0.090761,-17.163607,0.003558,0.027538,-0.034988,0.015548,0.015548,17.163607
+000:03:32,-0.090521,-17.166577,0.00356,0.027409,-0.034988,0.0154845,0.0154845,17.166577
+000:03:32,-0.090345,-17.17332,0.003477,0.027013,-0.034861,0.015245,0.015245,17.17332
+000:03:32,-0.090426,-17.18379,0.003445,0.026737,-0.034788,0.015091,0.015091,17.18379
+000:03:33,-0.090825,-17.19605,0.003369,0.026602,-0.034837,0.0149855,0.0149855,17.19605
+000:03:33,-0.091457,-17.209759,0.00321,0.026467,-0.034985,0.0148385,0.0148385,17.209759
+000:03:33,-0.092107,-17.2244,0.003172,0.026523,-0.035242,0.0148475,0.0148475,17.2244
+000:03:33,-0.092616,-17.238703,0.003154,0.026638,-0.035563,0.014896,0.014896,17.238703
+000:03:33,-0.092993,-17.252001,0.003089,0.026721,-0.035806,0.014905,0.014905,17.252001
+000:03:33,-0.093236,-17.263224,0.003121,0.026897,-0.035844,0.015009,0.015009,17.263224
+000:03:33,-0.093332,-17.271852,0.003132,0.026998,-0.035783,0.015065,0.015065,17.271852
+000:03:33,-0.093347,-17.278242,0.003108,0.027043,-0.035772,0.0150755,0.0150755,17.278242
+000:03:33,-0.093249,-17.283104,0.003185,0.027169,-0.035705,0.015177,0.015177,17.283104
+000:03:33,-0.092944,-17.286959,0.003239,0.027196,-0.035545,0.0152175,0.0152175,17.286959
+000:03:34,-0.092472,-17.29052,0.003255,0.027177,-0.035462,0.015216,0.015216,17.29052
+000:03:34,-0.09195,-17.293787,0.003305,0.027211,-0.035482,0.015258,0.015258,17.293787
+000:03:34,-0.091539,-17.29588,0.003272,0.027156,-0.035571,0.015214,0.015214,17.29588
+000:03:34,-0.091413,-17.298036,0.003209,0.027148,-0.035738,0.0151785,0.0151785,17.298036
+000:03:34,-0.0915,-17.303194,0.003192,0.027211,-0.035873,0.0152015,0.0152015,17.303194
+000:03:34,-0.091697,-17.31312,0.003105,0.027135,-0.035853,0.01512,0.01512,17.31312
+000:03:34,-0.092048,-17.325909,0.003041,0.027095,-0.035743,0.015068,0.015068,17.325909
+000:03:34,-0.09241,-17.338341,0.003057,0.027122,-0.035726,0.0150895,0.0150895,17.338341
+000:03:34,-0.09267,-17.350467,0.003003,0.027009,-0.035853,0.015006,0.015006,17.350467
+000:03:34,-0.092863,-17.36265,0.002947,0.026956,-0.036032,0.0149515,0.0149515,17.36265
+000:03:35,-0.092978,-17.372904,0.002956,0.027026,-0.03622,0.014991,0.014991,17.372904
+000:03:35,-0.092953,-17.380293,0.002925,0.027048,-0.036424,0.0149865,0.0149865,17.380293
+000:03:35,-0.092739,-17.385933,0.002911,0.027139,-0.036564,0.015025,0.015025,17.385933
+000:03:35,-0.092362,-17.391043,0.00293,0.027207,-0.036592,0.0150685,0.0150685,17.391043
+000:03:35,-0.091991,-17.396609,0.002867,0.027052,-0.036659,0.0149595,0.0149595,17.396609
+000:03:35,-0.091793,-17.4022,0.002817,0.026949,-0.036813,0.014883,0.014883,17.4022
+000:03:35,-0.091724,-17.406273,0.00284,0.026887,-0.036862,0.0148635,0.0148635,17.406273
+000:03:35,-0.091741,-17.408742,0.002827,0.026635,-0.036771,0.014731,0.014731,17.408742
+000:03:35,-0.091854,-17.411453,0.002853,0.026503,-0.036716,0.014678,0.014678,17.411453
+000:03:35,-0.092099,-17.416974,0.002962,0.026579,-0.036726,0.0147705,0.0147705,17.416974
+000:03:36,-0.092509,-17.425803,0.002995,0.026581,-0.03678,0.014788,0.014788,17.425803
+000:03:36,-0.092952,-17.435442,0.003016,0.026636,-0.036906,0.014826,0.014826,17.435442
+000:03:36,-0.093321,-17.443679,0.003149,0.026861,-0.037006,0.015005,0.015005,17.443679
+000:03:36,-0.093692,-17.451581,0.003222,0.027017,-0.036949,0.0151195,0.0151195,17.451581
+000:03:36,-0.094076,-17.460221,0.003231,0.027136,-0.03678,0.0151835,0.0151835,17.460221
+000:03:36,-0.094316,-17.468016,0.003319,0.027362,-0.03669,0.0153405,0.0153405,17.468016
+000:03:36,-0.094404,-17.473115,0.00333,0.027498,-0.036745,0.015414,0.015414,17.473115
+000:03:36,-0.094368,-17.47523,0.00325,0.027545,-0.036873,0.0153975,0.0153975,17.47523
+000:03:36,-0.094215,-17.477091,0.003259,0.027672,-0.037062,0.0154655,0.0154655,17.477091
+000:03:36,-0.094039,-17.482137,0.003244,0.02772,-0.037307,0.015482,0.015482,17.482137
+000:03:37,-0.093802,-17.490548,0.003194,0.027692,-0.037475,0.015443,0.015443,17.490548
+000:03:37,-0.093506,-17.501104,0.003247,0.02776,-0.037465,0.0155035,0.0155035,17.501104
+000:03:37,-0.093415,-17.513776,0.003242,0.027762,-0.037392,0.015502,0.015502,17.513776
+000:03:37,-0.093666,-17.52753,0.003158,0.027702,-0.037363,0.01543,0.01543,17.52753
+000:03:37,-0.093994,-17.540269,0.003192,0.027768,-0.037317,0.01548,0.01548,17.540269
+000:03:37,-0.094205,-17.551453,0.003199,0.027769,-0.037262,0.015484,0.015484,17.551453
+000:03:37,-0.094344,-17.561163,0.003107,0.027667,-0.03729,0.015387,0.015387,17.561163
+000:03:37,-0.094506,-17.569448,0.003139,0.02775,-0.037367,0.0154445,0.0154445,17.569448
+000:03:37,-0.09473,-17.576816,0.003149,0.027782,-0.037469,0.0154655,0.0154655,17.576816
+000:03:37,-0.094855,-17.583065,0.002983,0.027539,-0.037618,0.015261,0.015261,17.583065
+000:03:38,-0.094786,-17.587369,0.002897,0.0274,-0.037721,0.0151485,0.0151485,17.587369
+000:03:38,-0.094578,-17.588552,0.002951,0.02744,-0.037636,0.0151955,0.0151955,17.588552
+000:03:38,-0.094218,-17.586533,0.00303,0.02743,-0.037395,0.01523,0.01523,17.586533
+000:03:38,-0.093768,-17.584472,0.003139,0.027449,-0.037233,0.015294,0.015294,17.584472
+000:03:38,-0.093397,-17.58488,0.003297,0.027626,-0.037242,0.0154615,0.0154615,17.58488
+000:03:38,-0.093188,-17.588549,0.003416,0.02773,-0.037345,0.015573,0.015573,17.588549
+000:03:38,-0.09322,-17.596405,0.003358,0.027537,-0.037548,0.0154475,0.0154475,17.596405
+000:03:38,-0.093584,-17.607603,0.003251,0.02737,-0.037825,0.0153105,0.0153105,17.607603
+000:03:38,-0.094153,-17.621088,0.003243,0.027414,-0.038048,0.0153285,0.0153285,17.621088
+000:03:38,-0.094767,-17.636805,0.003199,0.027388,-0.038116,0.0152935,0.0152935,17.636805
+000:03:39,-0.09534,-17.653194,0.003134,0.027341,-0.038052,0.0152375,0.0152375,17.653194
+000:03:39,-0.09574,-17.667408,0.003202,0.027504,-0.037955,0.015353,0.015353,17.667408
+000:03:39,-0.096018,-17.678944,0.00323,0.027649,-0.037849,0.0154395,0.0154395,17.678944
+000:03:39,-0.096235,-17.688378,0.003148,0.027649,-0.037735,0.0153985,0.0153985,17.688378
+000:03:39,-0.096295,-17.696329,0.003185,0.027758,-0.037707,0.0154715,0.0154715,17.696329
+000:03:39,-0.096189,-17.70116,0.003173,0.027807,-0.037785,0.01549,0.01549,17.70116
+000:03:39,-0.095945,-17.699804,0.002951,0.027633,-0.037892,0.015292,0.015292,17.699804
+000:03:39,-0.095572,-17.695694,0.002812,0.027571,-0.038043,0.0151915,0.0151915,17.695694
+000:03:39,-0.095227,-17.693826,0.002718,0.027505,-0.038221,0.0151115,0.0151115,17.693826
+000:03:39,-0.095047,-17.695637,0.00254,0.027242,-0.038217,0.014891,0.014891,17.695637
+000:03:40,-0.095008,-17.700767,0.002523,0.027154,-0.038021,0.0148385,0.0148385,17.700767
+000:03:40,-0.095124,-17.708036,0.002611,0.027125,-0.037901,0.014868,0.014868,17.708036
+000:03:40,-0.095328,-17.716514,0.002658,0.026896,-0.037903,0.014777,0.014777,17.716514
+000:03:40,-0.095594,-17.727057,0.002796,0.026837,-0.037977,0.0148165,0.0148165,17.727057
+000:03:40,-0.095998,-17.740346,0.002942,0.026873,-0.038185,0.0149075,0.0149075,17.740346
+000:03:40,-0.096438,-17.753385,0.002999,0.026746,-0.038449,0.0148725,0.0148725,17.753385
+000:03:40,-0.096746,-17.763667,0.003117,0.026785,-0.038625,0.014951,0.014951,17.763667
+000:03:40,-0.096903,-17.771374,0.003223,0.026908,-0.038677,0.0150655,0.0150655,17.771374
+000:03:40,-0.096951,-17.777996,0.003233,0.026873,-0.038652,0.015053,0.015053,17.777996
+000:03:40,-0.096846,-17.785399,0.003301,0.026982,-0.038624,0.0151415,0.0151415,17.785399
+000:03:41,-0.096629,-17.794276,0.003381,0.027214,-0.038568,0.0152975,0.0152975,17.794276
+000:03:41,-0.09642,-17.803143,0.003381,0.027366,-0.038453,0.0153735,0.0153735,17.803143
+000:03:41,-0.096312,-17.812116,0.003431,0.027614,-0.038377,0.0155225,0.0155225,17.812116
+000:03:41,-0.096298,-17.824193,0.003549,0.027926,-0.038353,0.0157375,0.0157375,17.824193
+000:03:41,-0.096306,-17.839622,0.003661,0.028111,-0.03829,0.015886,0.015886,17.839622
+000:03:41,-0.096346,-17.856202,0.0038,0.028302,-0.038279,0.016051,0.016051,17.856202
+000:03:41,-0.096505,-17.871443,0.003946,0.02852,-0.038393,0.016233,0.016233,17.871443
+000:03:41,-0.096828,-17.883293,0.004044,0.028638,-0.038437,0.016341,0.016341,17.883293
+000:03:41,-0.097169,-17.892619,0.004123,0.028764,-0.038334,0.0164435,0.0164435,17.892619
+000:03:41,-0.097415,-17.901787,0.004164,0.028903,-0.038295,0.0165335,0.0165335,17.901787
+000:03:42,-0.097499,-17.910418,0.004137,0.02892,-0.03836,0.0165285,0.0165285,17.910418
+000:03:42,-0.097492,-17.917207,0.004108,0.028917,-0.0385,0.0165125,0.0165125,17.917207
+000:03:42,-0.097509,-17.922148,0.004122,0.029002,-0.038769,0.016562,0.016562,17.922148
+000:03:42,-0.097358,-17.92428,0.00412,0.029057,-0.039036,0.0165885,0.0165885,17.92428
+000:03:42,-0.096991,-17.924137,0.00407,0.029047,-0.039169,0.0165585,0.0165585,17.924137
+000:03:42,-0.096636,-17.924095,0.004032,0.029097,-0.039216,0.0165645,0.0165645,17.924095
+000:03:42,-0.096297,-17.924985,0.004005,0.029122,-0.039256,0.0165635,0.0165635,17.924985
+000:03:42,-0.095935,-17.927245,0.003927,0.029007,-0.03932,0.016467,0.016467,17.927245
+000:03:42,-0.095849,-17.932575,0.003883,0.028933,-0.039328,0.016408,0.016408,17.932575
+000:03:42,-0.096127,-17.942017,0.003884,0.02887,-0.039284,0.016377,0.016377,17.942017
+000:03:43,-0.096617,-17.955188,0.003793,0.02864,-0.039365,0.0162165,0.0162165,17.955188
+000:03:43,-0.097203,-17.970675,0.003692,0.028461,-0.039521,0.0160765,0.0160765,17.970675
+000:03:43,-0.097684,-17.98562,0.003651,0.028409,-0.03961,0.01603,0.01603,17.98562
+000:03:43,-0.097997,-17.998974,0.003533,0.028243,-0.039739,0.015888,0.015888,17.998974
+000:03:43,-0.098178,-18.010718,0.003414,0.028096,-0.03992,0.015755,0.015755,18.010718
+000:03:43,-0.09828,-18.020042,0.003425,0.028136,-0.039986,0.0157805,0.0157805,18.020042
+000:03:43,-0.098363,-18.027064,0.003398,0.02813,-0.039948,0.015764,0.015764,18.027064
+000:03:43,-0.098327,-18.031181,0.003329,0.028095,-0.039964,0.015712,0.015712,18.031181
+000:03:43,-0.098056,-18.032058,0.003398,0.028226,-0.040034,0.015812,0.015812,18.032058
+000:03:43,-0.097798,-18.031712,0.003451,0.028292,-0.040163,0.0158715,0.0158715,18.031712
+000:03:44,-0.097749,-18.032699,0.003389,0.028211,-0.040397,0.0158,0.0158,18.032699
+000:03:44,-0.097717,-18.035507,0.003418,0.028262,-0.040634,0.01584,0.01584,18.035507
+000:03:44,-0.09768,-18.038955,0.003403,0.028254,-0.04078,0.0158285,0.0158285,18.038955
+000:03:44,-0.097701,-18.043462,0.0032,0.028027,-0.040811,0.0156135,0.0156135,18.043462
+000:03:44,-0.09782,-18.050979,0.003074,0.02798,-0.040801,0.015527,0.015527,18.050979
+000:03:44,-0.098111,-18.06135,0.003047,0.028072,-0.040809,0.0155595,0.0155595,18.06135
+000:03:44,-0.09845,-18.071551,0.003027,0.028065,-0.040702,0.015546,0.015546,18.071551
+000:03:44,-0.098691,-18.080522,0.003132,0.028176,-0.040474,0.015654,0.015654,18.080522
+000:03:44,-0.098871,-18.08941,0.003329,0.028393,-0.040321,0.015861,0.015861,18.08941
+000:03:44,-0.098977,-18.098394,0.00349,0.028502,-0.040237,0.015996,0.015996,18.098394
+000:03:45,-0.098946,-18.107321,0.003634,0.028591,-0.040171,0.0161125,0.0161125,18.107321
+000:03:45,-0.09881,-18.114448,0.003816,0.028781,-0.040202,0.0162985,0.0162985,18.114448
+000:03:45,-0.098597,-18.118802,0.003968,0.028901,-0.040287,0.0164345,0.0164345,18.118802
+000:03:45,-0.098392,-18.122435,0.003987,0.028825,-0.040282,0.016406,0.016406,18.122435
+000:03:45,-0.09825,-18.127906,0.003981,0.028811,-0.040168,0.016396,0.016396,18.127906
+000:03:45,-0.098158,-18.13695,0.004038,0.028917,-0.040109,0.0164775,0.0164775,18.13695
+000:03:45,-0.098228,-18.14981,0.003992,0.028871,-0.040179,0.0164315,0.0164315,18.14981
+000:03:45,-0.098515,-18.164988,0.003862,0.028772,-0.040316,0.016317,0.016317,18.164988
+000:03:45,-0.098919,-18.180875,0.00383,0.028807,-0.040514,0.0163185,0.0163185,18.180875
+000:03:45,-0.099386,-18.196924,0.003783,0.028785,-0.040755,0.016284,0.016284,18.196924
+000:03:46,-0.099835,-18.211525,0.00369,0.028727,-0.040905,0.0162085,0.0162085,18.211525
+000:03:46,-0.100177,-18.224084,0.003695,0.028853,-0.04086,0.016274,0.016274,18.224084
+000:03:46,-0.099739,-18.236535,0.003623,0.028905,-0.040734,0.016264,0.016264,18.236535
+000:03:46,-0.098071,-18.249744,0.003406,0.028746,-0.040661,0.016076,0.016076,18.249744
+000:03:46,-0.096393,-18.262317,0.003314,0.028724,-0.040577,0.016019,0.016019,18.262317
+000:03:46,-0.095507,-18.271884,0.00329,0.028792,-0.040471,0.016041,0.016041,18.271884
+000:03:46,-0.095118,-18.277707,0.003212,0.028773,-0.040443,0.0159925,0.0159925,18.277707
+000:03:46,-0.095141,-18.281165,0.003225,0.028879,-0.040482,0.016052,0.016052,18.281165
+000:03:46,-0.095526,-18.283932,0.003295,0.028997,-0.040539,0.016146,0.016146,18.283932
+000:03:46,-0.096113,-18.2873,0.003357,0.028952,-0.040613,0.0161545,0.0161545,18.2873
+000:03:47,-0.096862,-18.293235,0.003509,0.029028,-0.040668,0.0162685,0.0162685,18.293235
+000:03:47,-0.097796,-18.302932,0.003686,0.029195,-0.040591,0.0164405,0.0164405,18.302932
+000:03:47,-0.098733,-18.314323,0.003784,0.029226,-0.040407,0.016505,0.016505,18.314323
+000:03:47,-0.099516,-18.324659,0.003885,0.029288,-0.040326,0.0165865,0.0165865,18.324659
+000:03:47,-0.100077,-18.333687,0.004019,0.029425,-0.040362,0.016722,0.016722,18.333687
+000:03:47,-0.100331,-18.342377,0.004124,0.029459,-0.040444,0.0167915,0.0167915,18.342377
+000:03:47,-0.100326,-18.350936,0.004181,0.029464,-0.040659,0.0168225,0.0168225,18.350936
+000:03:47,-0.100236,-18.359204,0.004223,0.02957,-0.04098,0.0168965,0.0168965,18.359204
+000:03:47,-0.10012,-18.366119,0.004252,0.029673,-0.041214,0.0169625,0.0169625,18.366119
+000:03:47,-0.099975,-18.371731,0.004251,0.029725,-0.04126,0.016988,0.016988,18.371731
+000:03:48,-0.099864,-18.377784,0.00425,0.029781,-0.041212,0.0170155,0.0170155,18.377784
+000:03:48,-0.099744,-18.384799,0.004269,0.029794,-0.041186,0.0170315,0.0170315,18.384799
+000:03:48,-0.099627,-18.39223,0.00432,0.029819,-0.041145,0.0170695,0.0170695,18.39223
+000:03:48,-0.099622,-18.400253,0.004368,0.029869,-0.041063,0.0171185,0.0171185,18.400253
+000:03:48,-0.09979,-18.409922,0.004368,0.029852,-0.041023,0.01711,0.01711,18.409922
+000:03:48,-0.100115,-18.420913,0.004379,0.029873,-0.041056,0.017126,0.017126,18.420913
+000:03:48,-0.100456,-18.43187,0.004376,0.029897,-0.041125,0.0171365,0.0171365,18.43187
+000:03:48,-0.100738,-18.441922,0.004324,0.02982,-0.041233,0.017072,0.017072,18.441922
+000:03:48,-0.10098,-18.45101,0.004304,0.029825,-0.041342,0.0170645,0.0170645,18.45101
+000:03:48,-0.101217,-18.459169,0.004167,0.029762,-0.041329,0.0169645,0.0169645,18.459169
+000:03:49,-0.101493,-18.465655,0.003844,0.029479,-0.041219,0.0166615,0.0166615,18.465655
+000:03:49,-0.10167,-18.469702,0.00363,0.02932,-0.041189,0.016475,0.016475,18.469702
+000:03:49,-0.101629,-18.472362,0.003482,0.029232,-0.041287,0.016357,0.016357,18.472362
+000:03:49,-0.101452,-18.475889,0.003288,0.029077,-0.041472,0.0161825,0.0161825,18.475889
+000:03:49,-0.101242,-18.48035,0.003241,0.029092,-0.041749,0.0161665,0.0161665,18.48035
+000:03:49,-0.100846,-18.485334,0.003211,0.029114,-0.042074,0.0161625,0.0161625,18.485334
+000:03:49,-0.100223,-18.491117,0.003075,0.028998,-0.042317,0.0160365,0.0160365,18.491117
+000:03:49,-0.099805,-18.496847,0.003062,0.029025,-0.042372,0.0160435,0.0160435,18.496847
+000:03:49,-0.099754,-18.502143,0.003048,0.02902,-0.042325,0.016034,0.016034,18.502143
+000:03:49,-0.099922,-18.508864,0.002895,0.028814,-0.04229,0.0158545,0.0158545,18.508864
+000:03:50,-0.100217,-18.519076,0.002866,0.028777,-0.042226,0.0158215,0.0158215,18.519076
+000:03:50,-0.100589,-18.533418,0.002938,0.028852,-0.042152,0.015895,0.015895,18.533418
+000:03:50,-0.100982,-18.550202,0.002989,0.028832,-0.042145,0.0159105,0.0159105,18.550202
+000:03:50,-0.101276,-18.564809,0.003144,0.028952,-0.042177,0.016048,0.016048,18.564809
+000:03:50,-0.101421,-18.575481,0.003352,0.029175,-0.042207,0.0162635,0.0162635,18.575481
+000:03:50,-0.101381,-18.583131,0.003497,0.029303,-0.042248,0.0164,0.0164,18.583131
+000:03:50,-0.101143,-18.587565,0.003651,0.029482,-0.042272,0.0165665,0.0165665,18.587565
+000:03:50,-0.100859,-18.589097,0.003798,0.029678,-0.042166,0.016738,0.016738,18.589097
+000:03:50,-0.100708,-18.588765,0.003868,0.029729,-0.041951,0.0167985,0.0167985,18.588765
+000:03:50,-0.100654,-18.588732,0.003944,0.029784,-0.041818,0.016864,0.016864,18.588732
+000:03:51,-0.100789,-18.592029,0.004077,0.029937,-0.041823,0.017007,0.017007,18.592029
+000:03:51,-0.101374,-18.599468,0.004177,0.03,-0.041909,0.0170885,0.0170885,18.599468
+000:03:51,-0.102242,-18.608342,0.004166,0.0299,-0.042081,0.017033,0.017033,18.608342
+000:03:51,-0.10296,-18.617182,0.004166,0.029884,-0.042311,0.017025,0.017025,18.617182
+000:03:51,-0.103384,-18.627059,0.004233,0.030003,-0.042476,0.017118,0.017118,18.627059
+000:03:51,-0.103665,-18.637891,0.004177,0.029979,-0.042503,0.017078,0.017078,18.637891
+000:03:51,-0.103892,-18.648405,0.004026,0.029885,-0.042465,0.0169555,0.0169555,18.648405
+000:03:51,-0.103987,-18.656403,0.003988,0.029975,-0.042453,0.0169815,0.0169815,18.656403
+000:03:51,-0.103887,-18.660737,0.003884,0.029954,-0.042454,0.016919,0.016919,18.660737
+000:03:51,-0.103712,-18.663598,0.003605,0.029663,-0.042453,0.016634,0.016634,18.663598
+000:03:52,-0.103583,-18.667917,0.003458,0.029523,-0.042515,0.0164905,0.0164905,18.667917
+000:03:52,-0.103473,-18.674413,0.003488,0.029552,-0.042617,0.01652,0.01652,18.674413
+000:03:52,-0.103405,-18.681782,0.003548,0.029507,-0.042678,0.0165275,0.0165275,18.681782
+000:03:52,-0.103409,-18.689059,0.003663,0.029537,-0.042752,0.0166,0.0166,18.689059
+000:03:52,-0.103539,-18.697279,0.003825,0.029714,-0.042877,0.0167695,0.0167695,18.697279
+000:03:52,-0.10374,-18.70661,0.003942,0.029831,-0.042913,0.0168865,0.0168865,18.70661
+000:03:52,-0.10387,-18.714495,0.003982,0.029859,-0.042824,0.0169205,0.0169205,18.714495
+000:03:52,-0.103944,-18.720759,0.004029,0.029989,-0.042784,0.017009,0.017009,18.720759
+000:03:52,-0.103996,-18.726283,0.004077,0.030133,-0.04283,0.017105,0.017105,18.726283
+000:03:52,-0.104069,-18.730105,0.003981,0.030055,-0.042937,0.017018,0.017018,18.730105
+000:03:53,-0.104151,-18.73283,0.003841,0.029939,-0.043136,0.01689,0.01689,18.73283
+000:03:53,-0.104111,-18.734611,0.003824,0.029991,-0.04336,0.0169075,0.0169075,18.734611
+000:03:53,-0.103956,-18.735765,0.003746,0.029944,-0.043509,0.016845,0.016845,18.735765
+000:03:53,-0.10388,-18.738453,0.003557,0.029738,-0.043562,0.0166475,0.0166475,18.738453
+000:03:53,-0.103881,-18.744,0.003511,0.029707,-0.043593,0.016609,0.016609,18.744
+000:03:53,-0.103851,-18.752905,0.003581,0.029751,-0.043639,0.016666,0.016666,18.752905
+000:03:53,-0.103864,-18.765277,0.003639,0.029638,-0.04361,0.0166385,0.0166385,18.765277
+000:03:53,-0.104004,-18.779863,0.003766,0.029615,-0.043499,0.0166905,0.0166905,18.779863
+000:03:53,-0.104294,-18.793712,0.003967,0.029792,-0.043426,0.0168795,0.0168795,18.793712
+000:03:53,-0.104718,-18.805231,0.004139,0.029923,-0.043375,0.017031,0.017031,18.805231
+000:03:54,-0.105133,-18.815797,0.004217,0.029932,-0.043315,0.0170745,0.0170745,18.815797
+000:03:54,-0.105389,-18.827474,0.004291,0.030044,-0.043332,0.0171675,0.0171675,18.827474
+000:03:54,-0.105542,-18.838423,0.004395,0.030253,-0.043391,0.017324,0.017324,18.838423
+000:03:54,-0.105616,-18.845271,0.004349,0.030286,-0.043348,0.0173175,0.0173175,18.845271
+000:03:54,-0.105494,-18.849823,0.004192,0.030244,-0.043225,0.017218,0.017218,18.849823
+000:03:54,-0.105195,-18.854686,0.004135,0.030359,-0.043188,0.017247,0.017247,18.854686
+000:03:54,-0.104806,-18.858433,0.004028,0.030323,-0.043283,0.0171755,0.0171755,18.858433
+000:03:54,-0.104352,-18.859757,0.003756,0.029972,-0.043445,0.016864,0.016864,18.859757
+000:03:54,-0.103972,-18.861188,0.003581,0.02975,-0.043661,0.0166655,0.0166655,18.861188
+000:03:54,-0.103851,-18.864945,0.003603,0.029808,-0.043905,0.0167055,0.0167055,18.864945
+000:03:55,-0.104046,-18.873209,0.003669,0.029821,-0.044058,0.016745,0.016745,18.873209
+000:03:55,-0.10447,-18.886592,0.003658,0.029662,-0.044043,0.01666,0.01666,18.886592
+000:03:55,-0.104965,-18.900094,0.003658,0.029628,-0.043937,0.016643,0.016643,18.900094
+000:03:55,-0.105426,-18.9116,0.003766,0.029837,-0.043863,0.0168015,0.0168015,18.9116
+000:03:55,-0.105707,-18.922751,0.003773,0.029924,-0.043798,0.0168485,0.0168485,18.922751
+000:03:55,-0.105711,-18.934144,0.003636,0.029805,-0.043693,0.0167205,0.0167205,18.934144
+000:03:55,-0.105555,-18.945078,0.003617,0.029845,-0.043648,0.016731,0.016731,18.945078
+000:03:55,-0.10539,-18.953291,0.003716,0.030003,-0.043674,0.0168595,0.0168595,18.953291
+000:03:55,-0.105193,-18.957088,0.003803,0.030044,-0.043697,0.0169235,0.0169235,18.957088
+000:03:55,-0.105011,-18.958874,0.003914,0.030128,-0.043787,0.017021,0.017021,18.958874
+000:03:56,-0.104933,-18.962541,0.004073,0.030352,-0.043951,0.0172125,0.0172125,18.962541
+000:03:56,-0.104889,-18.966559,0.004189,0.030487,-0.044007,0.017338,0.017338,18.966559
+000:03:56,-0.10491,-18.969111,0.004168,0.030414,-0.04392,0.017291,0.017291,18.969111
+000:03:56,-0.105071,-18.97303,0.004121,0.030394,-0.043863,0.0172575,0.0172575,18.97303
+000:03:56,-0.10537,-18.980948,0.004161,0.030551,-0.043883,0.017356,0.017356,18.980948
+000:03:56,-0.105873,-18.993167,0.004094,0.030567,-0.043987,0.0173305,0.0173305,18.993167
+000:03:56,-0.106488,-19.007824,0.003882,0.030411,-0.044199,0.0171465,0.0171465,19.007824
+000:03:56,-0.106963,-19.02134,0.003796,0.030439,-0.044455,0.0171175,0.0171175,19.02134
+000:03:56,-0.107291,-19.03163,0.003818,0.030562,-0.044646,0.01719,0.01719,19.03163
+000:03:56,-0.107519,-19.039828,0.003826,0.030556,-0.044713,0.017191,0.017191,19.039828
+000:03:57,-0.107562,-19.046828,0.003906,0.030607,-0.044769,0.0172565,0.0172565,19.046828
+000:03:57,-0.107324,-19.051955,0.004065,0.030773,-0.044886,0.017419,0.017419,19.051955
+000:03:57,-0.106763,-19.054242,0.004202,0.030837,-0.044918,0.0175195,0.0175195,19.054242
+000:03:57,-0.106061,-19.05384,0.004254,0.03077,-0.04483,0.017512,0.017512,19.05384
+000:03:57,-0.105505,-19.053716,0.004306,0.030786,-0.044777,0.017546,0.017546,19.053716
+000:03:57,-0.105248,-19.058262,0.004376,0.030834,-0.044779,0.017605,0.017605,19.058262
+000:03:57,-0.105325,-19.069177,0.00433,0.030697,-0.044806,0.0175135,0.0175135,19.069177
+000:03:57,-0.10567,-19.083721,0.004274,0.030573,-0.044909,0.0174235,0.0174235,19.083721
+000:03:57,-0.106119,-19.098559,0.004297,0.030528,-0.044996,0.0174125,0.0174125,19.098559
+000:03:57,-0.106538,-19.112474,0.004247,0.030356,-0.044923,0.0173015,0.0173015,19.112474
+000:03:58,-0.106864,-19.124998,0.004175,0.030237,-0.044745,0.017206,0.017206,19.124998
+000:03:58,-0.107144,-19.136348,0.004175,0.030243,-0.044658,0.017209,0.017209,19.136348
+000:03:58,-0.107413,-19.145831,0.004121,0.030166,-0.044719,0.0171435,0.0171435,19.145831
+000:03:58,-0.107552,-19.151324,0.004057,0.030144,-0.044861,0.0171005,0.0171005,19.151324
+000:03:58,-0.107456,-19.154118,0.004071,0.030219,-0.045065,0.017145,0.017145,19.154118
+000:03:58,-0.107137,-19.157287,0.004034,0.030189,-0.045303,0.0171115,0.0171115,19.157287
+000:03:58,-0.1067,-19.161427,0.003988,0.030215,-0.045455,0.0171015,0.0171015,19.161427
+000:03:58,-0.106303,-19.165737,0.004039,0.030375,-0.045427,0.017207,0.017207,19.165737
+000:03:58,-0.106125,-19.169568,0.004049,0.030407,-0.045325,0.017228,0.017228,19.169568
+000:03:58,-0.106161,-19.173145,0.004031,0.030395,-0.045267,0.017213,0.017213,19.173145
