Time,ms,110k Dis,,110k For,,LVDT 1 V,,LVDT 2 V,,LVDT Avg.,SP2 Bloc,,Act. Disp.,,,,,
,,V,inches,V,kips,V,inches,V,inches,inches,V,inches,,,,,,
+000:11:29,0,-0.385,-0.385,-2.584,-25.841,-5.310,0.218,-8.615,0.236,0.227,1.480,-0.08562764,-0.299,,,,,
+000:11:29,100,-0.390,-0.390,-2.587,-25.872,-5.323,0.221,-8.662,0.245,0.233,1.472,-0.08911064,-0.301,,,,,
+000:11:29,200,-0.385,-0.385,-2.581,-25.808,-5.352,0.226,-8.694,0.251,0.239,1.472,-0.08886764,-0.296,,,,,
+000:11:29,300,-0.385,-0.385,-2.580,-25.798,-5.336,0.223,-8.674,0.247,0.235,1.471,-0.08947514,-0.296,,,,,
+000:11:29,400,-0.385,-0.385,-2.580,-25.795,-5.319,0.220,-8.637,0.240,0.230,1.473,-0.08858414,-0.297,,,,,
+000:11:29,500,-0.383,-0.383,-2.578,-25.783,-5.335,0.223,-8.670,0.246,0.235,1.473,-0.08846264,-0.295,,,,,
+000:11:29,600,-0.384,-0.384,-2.579,-25.789,-5.338,0.224,-8.681,0.248,0.236,1.470,-0.08983964,-0.294,,,,,
+000:11:29,700,-0.383,-0.383,-2.581,-25.811,-5.350,0.226,-8.685,0.249,0.237,1.478,-0.08639714,-0.296,,,,,
+000:11:29,800,-0.387,-0.387,-2.578,-25.780,-5.324,0.221,-8.651,0.243,0.232,1.471,-0.08935364,-0.298,,,,,
+000:11:29,900,-0.387,-0.387,-2.585,-25.847,-5.312,0.219,-8.645,0.241,0.230,1.470,-0.08996114,-0.297,,,,,
+000:11:30,0,-0.390,-0.390,-2.584,-25.844,-5.355,0.227,-8.695,0.251,0.239,1.472,-0.08898914,-0.301,,,,,
+000:11:30,100,-0.386,-0.386,-2.578,-25.780,-5.343,0.224,-8.684,0.249,0.237,1.481,-0.08538464,-0.301,,,,,
+000:11:30,200,-0.386,-0.386,-2.582,-25.823,-5.331,0.222,-8.652,0.243,0.233,1.471,-0.08923214,-0.297,,,,,
+000:11:30,300,-0.385,-0.385,-2.577,-25.768,-5.337,0.223,-8.672,0.247,0.235,1.474,-0.08821964,-0.296,,,,,
+000:11:30,400,-0.383,-0.383,-2.579,-25.789,-5.343,0.224,-8.686,0.249,0.237,1.472,-0.08898914,-0.294,,,,,
+000:11:30,500,-0.384,-0.384,-2.575,-25.747,-5.349,0.226,-8.683,0.249,0.237,1.471,-0.08923214,-0.295,,,,,
+000:11:30,600,-0.385,-0.385,-2.582,-25.823,-5.317,0.220,-8.638,0.240,0.230,1.471,-0.08935364,-0.296,,,,,
+000:11:30,700,-0.390,-0.390,-2.580,-25.801,-5.330,0.222,-8.669,0.246,0.234,1.471,-0.08923214,-0.300,,,,,
+000:11:30,800,-0.388,-0.388,-2.578,-25.780,-5.360,0.228,-8.700,0.252,0.240,1.480,-0.08562764,-0.302,,,,,
+000:11:30,900,-0.387,-0.387,-2.578,-25.783,-5.339,0.224,-8.671,0.246,0.235,1.473,-0.08858414,-0.298,,,,,
+000:11:31,0,-0.379,-0.379,-2.583,-25.832,-5.308,0.218,-8.635,0.240,0.229,1.468,-0.09044714,-0.289,,,,,
+000:11:31,100,-0.386,-0.386,-2.578,-25.783,-5.358,0.227,-8.700,0.252,0.240,1.476,-0.08749064,-0.298,,,,,
+000:11:31,200,-0.385,-0.385,-2.575,-25.753,-5.346,0.225,-8.686,0.249,0.237,1.471,-0.08959664,-0.296,,,,,
+000:11:31,300,-0.385,-0.385,-2.573,-25.731,-5.325,0.221,-8.642,0.241,0.231,1.473,-0.08874614,-0.296,,,,,
+000:11:31,400,-0.388,-0.388,-2.568,-25.682,-5.353,0.226,-8.690,0.250,0.238,1.474,-0.08821964,-0.300,,,,,
+000:11:31,500,-0.384,-0.384,-2.572,-25.719,-5.351,0.226,-8.691,0.250,0.238,1.474,-0.08809814,-0.296,,,,,
+000:11:31,600,-0.388,-0.388,-2.576,-25.756,-5.339,0.224,-8.662,0.245,0.234,1.474,-0.08834114,-0.300,,,,,
